ID Objecttype;Objecttype;Afkorting;Alternatieve naamgeving;Beschrijving objecttype;Soort objecttype;Type geometrie;ID Attribuut;Attribuut;Alternatieve naamgeving (1);Beschrijving attribuut;Leveringsverplichting bestaand object;Leveringsverplichting nieuw object;Datatype;Constraint;ID Waardelijst;Waardelijst;ID Waardelijstitem;Waardelijstitem;Beschrijving waardelijstitem
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;549a19b3-3ed3-ef11-b6c3-001dd8d70296;Type asfaltmolen;;;Vereist;Verplicht;Waardelijst;;ee6edf42-99ee-ef11-b6c4-001dd8d70296;TypeAsfaltmolen;fe933a57-99ee-ef11-b6c4-001dd8d70296;Continu;Menginstallatie die asfaltmengsels produceert door de ingrediënten continu, zonder onderbreking, aan te voeren en te mengen. (Bron: Provincie Zuid-Holland
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;549a19b3-3ed3-ef11-b6c3-001dd8d70296;Type asfaltmolen;;;Vereist;Verplicht;Waardelijst;;ee6edf42-99ee-ef11-b6c4-001dd8d70296;TypeAsfaltmolen;f2933a57-99ee-ef11-b6c4-001dd8d70296;Double-Barrel;Menginstallatie met twee mengtrommels: een buitenste trommel die het asfaltmengsel verwarmt en een binnenste trommel die de ingrediënten mengt. (Bron: Provincie Zuid-Holland)
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;f5a27872-99ee-ef11-b6c4-001dd8d70296;Bestone;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;a41fa0d7-a1f9-ef11-b6c4-001dd8d70296;Cloburn Red;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;06e5c98a-99ee-ef11-b6c4-001dd8d70296;Granodioriet;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;11eee996-99ee-ef11-b6c4-001dd8d70296;Grauwacke;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;2c528478-99ee-ef11-b6c4-001dd8d70296;Porfier;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;cf8816a3-99ee-ef11-b6c4-001dd8d70296;Reflexing White;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;18528478-99ee-ef11-b6c4-001dd8d70296;Schots Graniet;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;47863680-22d3-ef11-b6c3-001dd8d70296;Type steenslag;;Duidt de naam aan van het type steen (herleidbaar naar de herkomst);Vereist;Verplicht;Waardelijst;;e54b7b6c-99ee-ef11-b6c4-001dd8d70296;TypeSteenslag;4a320d9d-99ee-ef11-b6c4-001dd8d70296;Tilrood;
8448137f-45a7-ef11-b6c0-001dd8d70296;Asfaltmengsel;;;Heterogeen mengsel bestaande uit mineraal aggregaat (zoals steenslag, zand en vulstof) en bitumen. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;890f8304-24d3-ef11-b6c3-001dd8d70296;Typeonderzoek nummer;Typeonderzoek code;;Vereist;Verplicht;;;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;051fb6c3-f2f8-ef11-b6c4-001dd8d70296;Aandeel bouwstof;Materie-aandeel;De gerealiseerde verhouding van het bouwstof ten opzichte van de totale massa van het asfaltmengsel. (Bron: Provincie Zuid-Holland);;;Numeriek;Percentage;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;1a4612b6-8dd1-ef11-b6c3-001dd8d70296;Documentlink (productblad);;;Vereist;Verplicht;;;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;d0809565-0564-ed11-b698-001dd8d70296;Identificatie;Opleverdossier ID, oplever-ID;Uniek identificatienummer binnen het opleverdossier. Dit mag een eigen (opdrachtnemer) ID zijn. Wanneer geen eigen ID bekend is kan ook de PZH ID structuur gebruikt worden.;;;Gestructureerd;Elk object krijgt een eigen ID binnen het opleverdossier. Dit is een eigen gegenereerd ID of opgebouwd uit één of meerdere letters (conform de voorgeschreven afkorting van het objecttype) en een getal, beginnend bij 0001.;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;ab127f0b-3202-ef11-b6b2-001dd8d70299;Leverancier;;;Vereist;Verplicht;Vrij veld;;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;a8db0540-8ed1-ef11-b6c3-001dd8d70296;Penetratie;;De maat voor de zachtheid van bitumen, bepaald bij 25°C, waarbij de diepte wordt gemeten waarmee een naald onder een standaardgewicht en- tijd in het bitumen dringt (Bron: PIM).;Vereist;Verplicht;;;62636d0f-c0d4-ef11-b6c3-001dd8d70296;Penetratie;e56e7d1b-c0d4-ef11-b6c3-001dd8d70296;10/20;Penetratiewaarde tussen 10 en 20 tienden van een millimeter, wat aangeeft aan dat het bitumen zeer hard is. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;a8db0540-8ed1-ef11-b6c3-001dd8d70296;Penetratie;;De maat voor de zachtheid van bitumen, bepaald bij 25°C, waarbij de diepte wordt gemeten waarmee een naald onder een standaardgewicht en- tijd in het bitumen dringt (Bron: PIM).;Vereist;Verplicht;;;62636d0f-c0d4-ef11-b6c3-001dd8d70296;Penetratie;5ed5a028-c0d4-ef11-b6c3-001dd8d70296;160/220;Penetratiewaarde tussen 160 en 220 tienden van een millimeter, wat aangeeft aan dat het bitumen vrij zacht is. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;a8db0540-8ed1-ef11-b6c3-001dd8d70296;Penetratie;;De maat voor de zachtheid van bitumen, bepaald bij 25°C, waarbij de diepte wordt gemeten waarmee een naald onder een standaardgewicht en- tijd in het bitumen dringt (Bron: PIM).;Vereist;Verplicht;;;62636d0f-c0d4-ef11-b6c3-001dd8d70296;Penetratie;1f6f7d1b-c0d4-ef11-b6c3-001dd8d70296;30/45;Penetratiewaarde tussen 30 en 45 tienden van een millimeter, wat aangeeft dat het bitumen vrij hard is. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;a8db0540-8ed1-ef11-b6c3-001dd8d70296;Penetratie;;De maat voor de zachtheid van bitumen, bepaald bij 25°C, waarbij de diepte wordt gemeten waarmee een naald onder een standaardgewicht en- tijd in het bitumen dringt (Bron: PIM).;Vereist;Verplicht;;;62636d0f-c0d4-ef11-b6c3-001dd8d70296;Penetratie;3db59b22-c0d4-ef11-b6c3-001dd8d70296;40/60;Penetratiewaarde tussen 40 en 60 tienden van een millimeter, wat aangeeft dat het bitumen iets harder is. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;a8db0540-8ed1-ef11-b6c3-001dd8d70296;Penetratie;;De maat voor de zachtheid van bitumen, bepaald bij 25°C, waarbij de diepte wordt gemeten waarmee een naald onder een standaardgewicht en- tijd in het bitumen dringt (Bron: PIM).;Vereist;Verplicht;;;62636d0f-c0d4-ef11-b6c3-001dd8d70296;Penetratie;49b59b22-c0d4-ef11-b6c3-001dd8d70296;70/100;Penetratiewaarde tussen tussen 70 en 100 tienden van een millimeter, wat de meest gangbare bereik is. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;f0ed9774-c811-ef11-b6b3-001dd8d70299;Productnaam;Model, Merk, Handelsnaam, Fabricaat;Type-aanduiding van de fabrikant of leverancier. (Bron: Afgeleid uit GWSW);Vereist;Verplicht;Vrij veld;;;;;;
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;02362d0a-8ed1-ef11-b6c3-001dd8d70296;Type bitumen;;;Vereist;Verplicht;;;a7092061-b0ee-ef11-b6c4-001dd8d70296;TypeBitumen;91941767-b0ee-ef11-b6c4-001dd8d70296;EVA-gemodificeerd;Bitumen met toevoeging van ethyleen-vinylacetaat (EVA) polymeren om de prestaties te verbeteren, zoals verhoogde elasticiteit, betere hechting aan aggregaten en verbeterde weerstand tegen temperatuurvariaties en veroudering. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;02362d0a-8ed1-ef11-b6c3-001dd8d70296;Type bitumen;;;Vereist;Verplicht;;;a7092061-b0ee-ef11-b6c4-001dd8d70296;TypeBitumen;0162156d-b0ee-ef11-b6c4-001dd8d70296;Ongemodificeerd;Bitumen, rechtstreeks afkomstig uit aardolieraffinage, zonder toevoeging van polymeren om de prestaties te verbeteren. (Bron: Provincie Zuid-Holland)
756d40e9-dfd0-ef11-b6c3-001dd8d70296;Bitumen;;;Viskeus, zwart homogeen mengsel van koolwaterstoffen dat gebruikt wordt als bindmiddel in asfalt. (Bron: Afgeleid uit IMBOR);Fysieke asset;Geen geometrie;02362d0a-8ed1-ef11-b6c3-001dd8d70296;Type bitumen;;;Vereist;Verplicht;;;a7092061-b0ee-ef11-b6c4-001dd8d70296;TypeBitumen;8f61156d-b0ee-ef11-b6c4-001dd8d70296;SBS-gemodificeerd;Bitumen met toevoeging van styreen-butadieen-styreen (SBS) polymeren om de prestaties te verbeteren, zoals verhoogde elasticiteit, betere hechting aan aggregaten en verbeterde weerstand tegen temperatuurvariaties en veroudering. (Bron: Provincie Zuid-Holland)
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;f305e893-a0b8-ef11-b6c2-001dd8d70296;Begin garantieperiode;;Datum waarin de garantieperiode van het opgeleverde beheerobject begint. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;Datum;;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;14f154a1-0564-ed11-b698-001dd8d70296;Einde garantieperiode;Garantiedatum;Datum waarin de garantieperiode van het opgeleverde beheerobject eindigt. (Bron: IMBOR);Vereist;Verplicht;Datum;;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;e56d5027-9fb8-ef11-b6c2-001dd8d70296;Gewicht (ton);;Gewicht van het beheerobject. (Bron: IMBOR);Vereist;Verplicht;;;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;d0809565-0564-ed11-b698-001dd8d70296;Identificatie;Opleverdossier ID, oplever-ID;Uniek identificatienummer binnen het opleverdossier. Dit mag een eigen (opdrachtnemer) ID zijn. Wanneer geen eigen ID bekend is kan ook de PZH ID structuur gebruikt worden.;;;Gestructureerd;Elk object krijgt een eigen ID binnen het opleverdossier. Dit is een eigen gegenereerd ID of opgebouwd uit één of meerdere letters (conform de voorgeschreven afkorting van het objecttype) en een getal, beginnend bij 0001.;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;52f4926b-0564-ed11-b698-001dd8d70296;Oppervlakte;;Oppervlakte van het beheerobject. (Bron: IMBOR);Vereist;Verplicht;;;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;0a819565-0564-ed11-b698-001dd8d70296;Plaatsingsdatum;Aanlegdatum;;Vereist;Verplicht;Datum;;;;;;
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;70514ec5-9bb8-ef11-b6c2-001dd8d70296;Type asfaltverharding;;Typering van de wegconstructielaag. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;;;2d597d6c-dbd3-ef11-b6c3-001dd8d70296;TypeAsfaltverharding;7a1a997e-dbd3-ef11-b6c3-001dd8d70296;Deklaag (dicht);Bovenste, dichte laag asfalt van een weg waar het verkeer overheen rijdt. (Bron: NEN 2767-4)
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;70514ec5-9bb8-ef11-b6c2-001dd8d70296;Type asfaltverharding;;Typering van de wegconstructielaag. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;;;2d597d6c-dbd3-ef11-b6c3-001dd8d70296;TypeAsfaltverharding;871a997e-dbd3-ef11-b6c3-001dd8d70296;Deklaag (open);Bovenste, open of poreuze laag asfalt van een weg waar het verkeer overheen rijdt. (Bron: NEN 2767-4)
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;70514ec5-9bb8-ef11-b6c2-001dd8d70296;Type asfaltverharding;;Typering van de wegconstructielaag. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;;;2d597d6c-dbd3-ef11-b6c3-001dd8d70296;TypeAsfaltverharding;f3b29bcc-dbd3-ef11-b6c3-001dd8d70296;Onderlaag;Laag asfaltbeton in de verharding van een asfaltweg, die direct is aangebracht op de onderbouw (weg) of op de fundering (weg). (Bron: NEN 2767-4)
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;70514ec5-9bb8-ef11-b6c2-001dd8d70296;Type asfaltverharding;;Typering van de wegconstructielaag. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;;;2d597d6c-dbd3-ef11-b6c3-001dd8d70296;TypeAsfaltverharding;ea3f1de6-dbd3-ef11-b6c3-001dd8d70296;Toplaag;De buitenste verdedigingslaag die bescherming biedt tegen allerlei invloeden. (Bron: NEN 2767-4)
70811379-45a7-ef11-b6c0-001dd8d70296;Constructielaag;;Verhardinglaag;Laagopbouw onder begroeiing of verharding. (Bron: IMBOR);Fysieke asset;Vlak;70514ec5-9bb8-ef11-b6c2-001dd8d70296;Type asfaltverharding;;Typering van de wegconstructielaag. (Bron: Afgeleid uit IMBOR);Vereist;Verplicht;;;2d597d6c-dbd3-ef11-b6c3-001dd8d70296;TypeAsfaltverharding;a90913d4-dbd3-ef11-b6c3-001dd8d70296;Tussenlaag;Laag aangebracht tussen twee andere lagen met een verschillende samenstelling voor het vergroten van de sterkte van een wegconstructie door de krachten geleidelijk over te brengen, waarbij de samenstelling van een tussenlaag per wegconstructie kan verschillen. (Bron: NEN 2767-4)
2fae1673-45a7-ef11-b6c0-001dd8d70296;Verharding;;Verhardingsobject;Oppervlak, dat door egaliseren, verstevigen en/of verruwen voor het beoogde gebruik geschikt gemaakt is, bestaande uit in één of meer lagen over een ondergrond of onderliggende constructie aangelegd materiaal. (Bron: IMBOR);Fysieke asset;Geen geometrie;8fed54a1-0564-ed11-b698-001dd8d70296;Aanlegdatum;;;Vereist;Verplicht;Datum;;;;;;
2fae1673-45a7-ef11-b6c0-001dd8d70296;Verharding;;Verhardingsobject;Oppervlak, dat door egaliseren, verstevigen en/of verruwen voor het beoogde gebruik geschikt gemaakt is, bestaande uit in één of meer lagen over een ondergrond of onderliggende constructie aangelegd materiaal. (Bron: IMBOR);Fysieke asset;Geen geometrie;d0809565-0564-ed11-b698-001dd8d70296;Identificatie;Opleverdossier ID, oplever-ID;Uniek identificatienummer binnen het opleverdossier. Dit mag een eigen (opdrachtnemer) ID zijn. Wanneer geen eigen ID bekend is kan ook de PZH ID structuur gebruikt worden.;;;Gestructureerd;Elk object krijgt een eigen ID binnen het opleverdossier. Dit is een eigen gegenereerd ID of opgebouwd uit één of meerdere letters (conform de voorgeschreven afkorting van het objecttype) en een getal, beginnend bij 0001.;;;;;
